"0","objectId","propertyName","Value","sourceId","timeStamp"
"14899625","Weymann, Frank","Born","1948","IMDB","null"
"14899626","Weymann, Frank","countryOfBirth","Leipzig, Germany","IMDB","null"
"14899627","Weymann, Frank","Died","1997","IMDB","null"
"14899628","Caitlin Rose Weymouth","height","6' 0""","IMDB","null"
"14899629","Weymouth, Cookie","spouse_s","Tom Cotcher","IMDB","null"
"14899630","Elizabeth Morris Graham","Born","3 July 1943","IMDB","null"
"14899631","Elizabeth Morris Graham","countryOfBirth","Washington, D.C., USA","IMDB","null"
"14899632","Elizabeth Morris Graham","parents","Katharine Graham;Donald Graham (I)","IMDB","null"
"14899633","Elizabeth Morris Graham","spouse_s","Yann Weymouth","IMDB","null"
"14899634","Weymouth, Sara","Born","19 January 1961","IMDB","null"
"14899635","Weymouth, Sara","Died","20 January 2010 (breast cancer)","IMDB","null"
"14899636","Weymouth, Sara","height","5' 4""","IMDB","null"
"14899637","Weymouth, Martina","Born","22 November 1950","IMDB","null"
"14899638","Weymouth, Martina","countryOfBirth","Coronado, California, USA","IMDB","null"
"14899639","Weymouth, Martina","spouse_s","Chris Frantz (I)","IMDB","null"
"14899640","Weynschenk, Terrence","height","4' 6""","IMDB","null"
"14899641","Weyrauch, Wolfgang","Born","15 October 1904","IMDB","null"
"14899642","Weyrauch, Wolfgang","countryOfBirth","Königsberg, East Prussia, Germany [now Kaliningrad, Kaliningrad Oblast, Russia]","IMDB","null"
"14899643","Weyrauch, Wolfgang","Died","7 November 1980","IMDB","null"
"14899644","Weyrich, Fred","Born","25 August 1921","IMDB","null"
"14899645","Weyrich, Fred","countryOfBirth","Tauberbischofsheim, Baden-Württemberg, Germany","IMDB","null"
"14899646","Weyrich, Fred","Died","30 December 1999","IMDB","null"
"14899647","Paul Michael Weyrich","Born","7 October 1942","IMDB","null"
"14899648","Paul Michael Weyrich","countryOfBirth","Racine, Wisconsin, USA","IMDB","null"
"14899649","Paul Michael Weyrich","Died","18 December 2008","IMDB","null"
"14899650","Paul Michael Weyrich","spouse_s","Joyce Anne Smigun","IMDB","null"
"14899651","Weyrich, Pit","Born","19 October 1948","IMDB","null"
"14899652","Weyrich, Pit","countryOfBirth","Hamburg, Germany","IMDB","null"
"14899653","Weyrich, Pit","spouse_s","Simone Brahmann","IMDB","null"
"14899654","Weyrick, John","Born","29 January 1948","IMDB","null"
"14899655","Weyrick, John","countryOfBirth","New Castle, Pennsylvania, USA","IMDB","null"
"14899656","Weyrick, John","height","5' 6""","IMDB","null"
"14899657","Christoph Ernst Friedrich Weyse","Born","5 March 1774","IMDB","null"
"14899658","Christoph Ernst Friedrich Weyse","countryOfBirth","Denmark","IMDB","null"
"14899659","Christoph Ernst Friedrich Weyse","Died","8 October 1842","IMDB","null"
"14899660","Weyte, Stephan (II)","height","5' 7""","IMDB","null"
"14899661","Weza, Karen","countryOfBirth","Hawaii, USA","IMDB","null"
"14899662","Weza, Karen","height","5' 8""","IMDB","null"
"14899663","Sharon Lynn Wezelman","Born","6 June 1983","IMDB","null"
"14899664","Sharon Lynn Wezelman","countryOfBirth","La Jolla, California, USA","IMDB","null"
"14899665","Sharon Lynn Wezelman","height","5' 4""","IMDB","null"
"14899666","Wezer, Sophia","Born","1 November 1972","IMDB","null"
"14899667","Wezer, Sophia","countryOfBirth","Netherlands","IMDB","null"
"14899668","Wezer, Sophia","spouse_s","Olaf Schauten","IMDB","null"
"14899669","Wezowski, Kasia","spouse_s","Patryk Wezowski","IMDB","null"
"14899670","Wezowski, Kasia","height","162 cm","IMDB","null"
"14899671","Wezowski, Patryk","Born","5 February 1977","IMDB","null"
"14899672","Wezowski, Patryk","countryOfBirth","Warsaw, Mazowieckie, Poland","IMDB","null"
"14899673","Wezowski, Patryk","spouse_s","Kasia Wezowski","IMDB","null"
"14899674","Wezowski, Patryk","height","178 cm","IMDB","null"
"14899675","Weöres, Sándor","Born","22 June 1913","IMDB","null"
"14899676","Weöres, Sándor","countryOfBirth","Szombathely, Austria-Hungary (now Hungary)","IMDB","null"
"14899677","Weöres, Sándor","Died","22 January 1989","IMDB","null"
"14899678","Mark Pantalone","Born","10 May 1972","IMDB","null"
"14899679","Mark Pantalone","countryOfBirth","Woodbury, New Jersey, USA","IMDB","null"
"14899680","Mark Pantalone","height","6'","IMDB","null"
"14899681","Whale, James (I)","Born","22 July 1889","IMDB","null"
"14899682","Whale, James (I)","countryOfBirth","Dudley, Worcestershire, England, UK","IMDB","null"
"14899683","Whale, James (I)","Died","29 May 1957","IMDB","null"
"14899684","Michael Whale","Born","13 May 1951","IMDB","null"
"14899685","Michael Whale","countryOfBirth","Surrey, England, UK","IMDB","null"
"14899686","Michael Whale","spouse_s","Melinda","IMDB","null"
"14899687","Whale-Howley, Sam","height","172 cm","IMDB","null"
"14899688","Benjamin Louis Whalen","height","6'","IMDB","null"
"14899689","Whalen, David (I)","height","6'","IMDB","null"
"14899690","Whalen, Donald (II)","Born","21 November 1986","IMDB","null"
"14899691","Whalen, Donald (II)","countryOfBirth","Waukon, Iowa, USA","IMDB","null"
"14899692","Whalen, Donald (II)","height","5' 10""","IMDB","null"
"14899693","Edmyr Burnell Whalen","Born","8 July 1927","IMDB","null"
"14899694","Edmyr Burnell Whalen","countryOfBirth","Saskatoon, Saskatchewan, Canada","IMDB","null"
"14899695","Edmyr Burnell Whalen","Died","4 December 2001","IMDB","null"
"14899696","Edmyr Burnell Whalen","spouse_s","Nomi Whalen","IMDB","null"
"14899697","Edmyr Burnell Whalen","height","6'","IMDB","null"
"14899698","Whalen, Erin (I)","Born","6 April 1967","IMDB","null"
"14899699","Whalen, Erin (I)","countryOfBirth","Canada","IMDB","null"
"14899700","Fred Lloyd Whalen","Born","17 February 1898","IMDB","null"
"14899701","Fred Lloyd Whalen","countryOfBirth","Alton, Illinois, USA","IMDB","null"
"14899702","Fred Lloyd Whalen","Died","5 October 1990","IMDB","null"
"14899703","Whalen, Grover","Born","2 June 1886","IMDB","null"
"14899704","Whalen, Grover","countryOfBirth","New York City, New York, USA","IMDB","null"
"14899705","Whalen, Grover","Died","20 April 1962","IMDB","null"
"14899706","Whalen, Harold","Born"," 1894","IMDB","null"
"14899707","Whalen, Harold","Died","17 January 1940","IMDB","null"
"14899708","Whalen, Howard","Born","28 April 1913","IMDB","null"
"14899709","Whalen, Howard","countryOfBirth","Highland Park, Michigan, USA","IMDB","null"
"14899710","Whalen, Howard","Died","2 April 1982","IMDB","null"
"14899711","Whalen, Jack","spouse_s","Katherine Sabichi","IMDB","null"
"14899712","John David Woodmency Whalen","height","6' 1""","IMDB","null"
"14899713","Whalen, Kimberly","spouse_s","Curt Mega","IMDB","null"
"14899714","Whalen, Kimberly","height","5' 4""","IMDB","null"
"14899715","Whalen, Matt (I)","Born","5 November 1982","IMDB","null"
"14899716","Whalen, Matt (I)","countryOfBirth","USA","IMDB","null"
"14899717","Shovlin, Joseph Kenneth","Born","30 June 1902","IMDB","null"
"14899718","Shovlin, Joseph Kenneth","countryOfBirth","Wilkes-Barre, Pennsylvania, USA","IMDB","null"
"14899719","Shovlin, Joseph Kenneth","Died","14 April 1974","IMDB","null"
"14899720","Michael James Whalen","Born","2 December 1965","IMDB","null"
"14899721","Michael James Whalen","countryOfBirth","New York City, New York, USA","IMDB","null"
"14899722","Michael James Whalen","spouse_s","Carla A. Mariano;Whitney Connaughton;Linda Zimmerman;Ruth Whalen","IMDB","null"
"14899723","Michael James Whalen","height","5' 8 1/2""","IMDB","null"
"14899724","Whalen, Misha","height","5' 8""","IMDB","null"
"14899725","Whalen, Philip","Born","20 October 1923","IMDB","null"
"14899726","Whalen, Philip","countryOfBirth","Portland, Oregon, USA","IMDB","null"
"14899727","Whalen, Philip","Died","26 June 2002","IMDB","null"
"14899728","Whalen, Sean (I)","Born","19 May 1964","IMDB","null"
"14899729","Whalen, Sean (I)","countryOfBirth","Washington, District of Columbia, USA","IMDB","null"
"14899730","Whalen, Sean (I)","spouse_s","Deborah S. Katz","IMDB","null"
"14899731","Whalen, Sean (I)","height","5' 8""","IMDB","null"
"14899732","Todd Denvers Whalen","Born","12 October 1983","IMDB","null"
"14899733","Todd Denvers Whalen","countryOfBirth","Vancouver, British Columbia, Canada","IMDB","null"
"14899734","Todd Denvers Whalen","height","5' 11""","IMDB","null"
"14899735","Whalen, Tony (II)","Born","10 August 1970","IMDB","null"
"14899736","Whalen, Tony (II)","countryOfBirth","Toronto, Ontario, Canada","IMDB","null"
"14899737","Whaler, Tim","Born","6 September 1894","IMDB","null"
"14899738","Whaler, Tim","Died","4 October 1982","IMDB","null"
"14899739","Eddie Whaley","Died","13 November 1960","IMDB","null"
"14899740","Eddie Whaley","Children","Eddie Whaley Jr.","IMDB","null"
"14899741","Whaley Jr., Eddie","Born","February 1939","IMDB","null"
"14899742","Whaley Jr., Eddie","countryOfBirth","Brighton, England, UK","IMDB","null"
"14899743","Whaley, Ciara","height","5' 4""","IMDB","null"
"14899744","Frank Joseph Whaley","Born","20 July 1963","IMDB","null"
"14899745","Frank Joseph Whaley","countryOfBirth","Syracuse, New York, USA","IMDB","null"
"14899746","Frank Joseph Whaley","spouse_s","Heather Bucha","IMDB","null"
"14899747","Frank Joseph Whaley","height","5' 9""","IMDB","null"
"14899748","Jade Cerina Whaley","height","5' 0 1/2""","IMDB","null"
"14899749","Whaley, Jordan","Born","21 February 1990","IMDB","null"
"14899750","Whaley, Jordan","countryOfBirth","Lake City, Florida, USA","IMDB","null"
"14899751","Whaley, Judy Ann","Born","8 May 1949","IMDB","null"
"14899752","Whaley, Judy Ann","countryOfBirth","Los Angeles, California, USA","IMDB","null"
"14899753","Whaley, Mike","Born","18 September 1982","IMDB","null"
"14899754","Whaley, Mike","countryOfBirth","Charleston, South Carolina, USA","IMDB","null"
"14899755","Whaley, Mike","spouse_s","Krystal","IMDB","null"
"14899756","Whaley, Mike","height","5' 11""","IMDB","null"
"14899757","Whaley, Rachelle (I)","height","5' 2""","IMDB","null"
"14899758","Robert D.Whaley","Born","9 May 1909","IMDB","null"
"14899759","Robert D.Whaley","countryOfBirth","Wasbash, Illinois, USA","IMDB","null"
"14899760","Robert D.Whaley","Died","17 January 1973","IMDB","null"
"14899761","Roy Allen Whaley Jr","Born","31 October 1920","IMDB","null"
"14899762","Roy Allen Whaley Jr","countryOfBirth","El Paso, Texas, USA","IMDB","null"
"14899763","Roy Allen Whaley Jr","Died","17 January 1976","IMDB","null"
"14899764","Russell David Whaley","Born","28 January 1981","IMDB","null"
"14899765","Russell David Whaley","countryOfBirth","Harrogate, North Yorkshire, England, UK","IMDB","null"
"14899766","Russell David Whaley","height","5' 10""","IMDB","null"
"14899767","Whaley, Vern","Born","1908","IMDB","null"
"14899768","Whaley, Vern","countryOfBirth","Valley Junction, Iowa, USA","IMDB","null"
"14899769","Whaley, Vern","Died","28 May 2000","IMDB","null"
"14899770","Whaley, Walter","Born","6 June 1905","IMDB","null"
"14899771","Whaley, Walter","countryOfBirth","California, USA","IMDB","null"
"14899772","Whaley, Walter","Died","15 December 1960","IMDB","null"
"14899773","William Wayne Whaley","Born","19 June 1905","IMDB","null"
"14899774","William Wayne Whaley","Died","18 December 1965","IMDB","null"
"14899775","Whalin, Justin","Born","6 September 1974","IMDB","null"
"14899776","Whalin, Justin","countryOfBirth","San Francisco, California, USA","IMDB","null"
"14899777","Whalin, Justin","spouse_s","Reina Flynn","IMDB","null"
"14899778","Whalin, Justin","height","5' 10""","IMDB","null"
"14899779","Whalley, Joanne","Born","25 August 1961","IMDB","null"
"14899780","Whalley, Joanne","countryOfBirth","Salford, Manchester, England, UK","IMDB","null"
"14899781","Whalley, Joanne","spouse_s","Val Kilmer","IMDB","null"
"14899782","Whalley, Joanne","height","5' 4""","IMDB","null"
"14899783","Whalley, Michael","height","5' 10""","IMDB","null"
"14899784","Whalley, Norma","countryOfBirth","Australia","IMDB","null"
"14899785","Whalley, Norma","spouse_s","Sir Percival Clarke","IMDB","null"
"14899786","Whalley, Norma","height","5' 5""","IMDB","null"
"14899787","Whalley, Tat","Born","12 January 1975","IMDB","null"
"14899788","Whalum, Kirk","Born","11 July 1958","IMDB","null"
"14899789","Whalum, Kirk","countryOfBirth","Memphis, Tennessee, USA","IMDB","null"
"14899790","Whalum, Kirk","spouse_s","Ruby","IMDB","null"
"14899791","Whang, Ing-Sik","Born","1940","IMDB","null"
"14899792","Whang, Ing-Sik","countryOfBirth","South Korea","IMDB","null"
"14899793","Keun Ae Pak","Born","30 August 1979","IMDB","null"
"14899794","Keun Ae Pak","countryOfBirth","Seoul, South Korea","IMDB","null"
"14899795","Keun Ae Pak","spouse_s","Eric Whang","IMDB","null"
"14899796","Keun Ae Pak","height","5' 2""","IMDB","null"
"14899797","Whang, Neela","Born","1964","IMDB","null"
"14899798","Whang, Neela","countryOfBirth","Cologne, North Rhine-Westphalia, Germany","IMDB","null"
"14899799","Whang, Neela","height","168 cm","IMDB","null"
"14899800","Whang, Suzanne","Born","28 September 1962","IMDB","null"
"14899801","Whang, Suzanne","countryOfBirth","Arlington, Virginia, USA","IMDB","null"
"14899802","Whang, Suzanne","spouse_s","Michael Freed;Jay Nickerson;Jay Nickerson;Jay Nickerson","IMDB","null"
"14899803","Whang, Suzanne","height","5' 4""","IMDB","null"
"14899804","Whannell, Leigh","Born","17 January 1977","IMDB","null"
"14899805","Whannell, Leigh","countryOfBirth","Melbourne, Victoria, Australia","IMDB","null"
"14899806","Whannell, Leigh","spouse_s","Corbett Tuck","IMDB","null"
"14899807","Whannell, Leigh","height","170 cm","IMDB","null"
"14899808","Wharff, Wynne","height","5' 10""","IMDB","null"
"14899809","Wharmby, Gordon","Born","6 November 1933","IMDB","null"
"14899810","Wharmby, Gordon","countryOfBirth","Salford, Lancashire, England, UK","IMDB","null"
"14899811","Wharmby, Gordon","Died","18 May 2002","IMDB","null"
"14899812","Wharmby, Gordon","spouse_s","Muriel","IMDB","null"
"14899813","Wharnsby, David","Born","20 June 1967","IMDB","null"
"14899814","Wharnsby, David","countryOfBirth","Waterloo, Ontario, Canada","IMDB","null"
"14899815","Wharnsby, David","spouse_s","Sarah Polley (I)","IMDB","null"
"14899816","Wharnsby, Marnie","Children","David Wharnsby;David Wharnsby;Tim Wharnsby","IMDB","null"
"14899817","Wharnsby, Marnie","spouse_s","Bill Wharnsby","IMDB","null"
"14899818","Wharnsby, Tim","parents","Marnie Wharnsby","IMDB","null"
"14899819","Wharton, Anne","Born","30 October 1973","IMDB","null"
"14899820","Wharton, Anne","countryOfBirth","Tucson, Arizona, USA","IMDB","null"
"14899821","Anthony McAllister","Born","1877","IMDB","null"
"14899822","Anthony McAllister","countryOfBirth","Ireland","IMDB","null"
"14899823","Bessie Emerick","Born","1875","IMDB","null"
"14899824","Bessie Emerick","countryOfBirth","Rochester, Indiana, USA","IMDB","null"
"14899825","Bessie Emerick","Died","13 December 1939","IMDB","null"
"14899826","Bessie Emerick","spouse_s","Leopold Wharton","IMDB","null"
"14899827","Carolin Bumiller","Born","26 September 1898","IMDB","null"
"14899828","Carolin Bumiller","countryOfBirth","California, USA","IMDB","null"
"14899829","Carolin Bumiller","spouse_s","John Franklin Wharton","IMDB","null"
"14899830","Wharton, Darryl","Born","7 June 1968","IMDB","null"
"14899831","Wharton, Darryl","countryOfBirth","Camden, New Jersey, USA","IMDB","null"
"14899832","Jones, Edith Newbold","Born","24 January 1862","IMDB","null"
"14899833","Jones, Edith Newbold","countryOfBirth","New York City, New York, USA","IMDB","null"
"14899834","Jones, Edith Newbold","Died","11 August 1937","IMDB","null"
"14899835","Jones, Edith Newbold","spouse_s","Edward Robbins Wharton","IMDB","null"
"14899836","Wharton, Forest J","height","5' 8""","IMDB","null"
"14899837","Wharton, Ian","Born","24 December 1985","IMDB","null"
"14899838","Wharton, Ian","countryOfBirth","Preston, England, UK","IMDB","null"
"14899839","Wharton, Ian","height","6' 2 1/2""","IMDB","null"
"14899840","Wharton, Joe","Born","30 January 1902","IMDB","null"
"14899841","Wharton, Joe","countryOfBirth","Pennsylvania, USA","IMDB","null"
"14899842","Wharton, Joe","Died","16 August 1983","IMDB","null"
"14899843","Wharton, Ken","Born","14 September 1960","IMDB","null"
"14899844","Wharton, Ken","countryOfBirth","Queens, New York, USA","IMDB","null"
"14899845","Wharton, Ken","height","5' 8""","IMDB","null"
"14899846","Wharton, Kristen","spouse_s","Kristopher Boyce","IMDB","null"
"14899847","Wharton, Kristen","height","5' 3""","IMDB","null"
"14899848","Leopold D. Wharton","Born","1 September 1870","IMDB","null"
"14899849","Leopold D. Wharton","countryOfBirth","Manchester, England, UK","IMDB","null"
"14899850","Leopold D. Wharton","Died","27 September 1927","IMDB","null"
"14899851","Leopold D. Wharton","spouse_s","Bessie Wharton","IMDB","null"
"14899852","Wharton, Mark (I)","Born","15 July 1964","IMDB","null"
"14899853","Wharton, Mark (I)","countryOfBirth","Sunderland, Durham, England, UK","IMDB","null"
"14899854","Wharton, Mark (I)","Died","8 May 2004","IMDB","null"
"14899855","Wharton, Paula","Born","12 July 1970","IMDB","null"
"14899856","Wharton, Paula","countryOfBirth","Birkenhead, Wirral, Merseyside, England, UK","IMDB","null"
"14899857","Wharton, Tertius","Born","18 January 1992","IMDB","null"
"14899858","Wharton, Tertius","height","5' 5""","IMDB","null"
"14899859","Wharton, Theodore","Born","12 April 1875","IMDB","null"
"14899860","Wharton, Theodore","countryOfBirth","Milwaukee, Wisconsin, USA","IMDB","null"
"14899861","Wharton, Theodore","Died","28 November 1931","IMDB","null"
"14899862","Wharton, Wally Ann","Born","11 January 1955","IMDB","null"
"14899863","Wharton, Wally Ann","countryOfBirth","Santa Monica, California, USA","IMDB","null"
"14899864","Albert William du Aime","Born","7 November 1925","IMDB","null"
"14899865","Albert William du Aime","countryOfBirth","Philadelphia, Pennsylvania, USA","IMDB","null"
"14899866","Albert William du Aime","Died","29 October 2008","IMDB","null"
"14899867","Albert William du Aime","spouse_s","Rosemary Henry","IMDB","null"
"14899868","Whately, Catherine","Born","1983","IMDB","null"
"14899869","Whately, Catherine","parents","Kevin Whately;Madelaine Newton","IMDB","null"
"14899870","Kevin George Edward Whately","Born","6 February 1951","IMDB","null"
"14899871","Kevin George Edward Whately","countryOfBirth","Newcastle-upon-Tyne, England, UK","IMDB","null"
"14899872","Kevin George Edward Whately","spouse_s","Madelaine Newton","IMDB","null"
"14899873","Kevin George Edward Whately","height","5' 11""","IMDB","null"
"14899874","Whately, Yan","Born","29 November 1986","IMDB","null"
"14899875","Whately, Yan","countryOfBirth","Rio de Janeiro, Rio de Janeiro, Brazil","IMDB","null"
"14899876","Claude Harold Whatham","Born","7 December 1927","IMDB","null"
"14899877","Claude Harold Whatham","countryOfBirth","Manchester, England, UK","IMDB","null"
"14899878","Claude Harold Whatham","Died","4 January 2008","IMDB","null"
"14899879","Claude Harold Whatham","spouse_s","Ann Shaw","IMDB","null"
"14899880","Whatley, Chris","height","6' 2""","IMDB","null"
"14899881","Don E. Whatley","Born","2 April 1971","IMDB","null"
"14899882","Don E. Whatley","countryOfBirth","Fort Rucker, Alabama, USA","IMDB","null"
"14899883","Don E. Whatley","height","6'","IMDB","null"
"14899884","Whatley, Harlan Douglas","Born","16 July 1964","IMDB","null"
"14899885","Whatley, Harlan Douglas","countryOfBirth","Alexandria, Louisiana, USA","IMDB","null"
"14899886","Whatley, Harlan Douglas","spouse_s","Melanie De Voe Talley Whatley","IMDB","null"
"14899887","Whatley, Harlan Douglas","height","5' 11""","IMDB","null"
"14899888","Whatley, Melanie De Voe Talley","spouse_s","Harlan Douglas Whatley","IMDB","null"
"14899889","Pezavan P Whatley","Born","10 January 1951","IMDB","null"
"14899890","Pezavan P Whatley","countryOfBirth","Chattanooga, Tennessee, USA","IMDB","null"
"14899891","Pezavan P Whatley","Died","18 January 2005","IMDB","null"
"14899892","Pezavan P Whatley","height","5' 10""","IMDB","null"
"14899893","Whatley, Saroya","Born","20 July 1989","IMDB","null"
"14899894","Whatley, Saroya","countryOfBirth","California, USA","IMDB","null"
"14899895","Whatley, Steve (II)","Born","1959","IMDB","null"
"14899896","Whatley, Steve (II)","Died","7 November 2005 (suicide)","IMDB","null"
"14899897","Whatley, Whitney","Born","18 February 1988","IMDB","null"
"14899898","Whatley, Whitney","countryOfBirth","Dallas, Texas, USA","IMDB","null"
"14899899","Whatmore, A.R","Born","30 May 1889","IMDB","null"
"14899900","Whatmore, A.R","countryOfBirth","Herefordshire, England, UK","IMDB","null"
"14899901","Whatmore, A.R","Died","15 October 1960","IMDB","null"
"14899902","Whatmore, Sarah","Born","1982","IMDB","null"
"14899903","Whatmore, Sarah","countryOfBirth","Manchester, England, UK","IMDB","null"
"14899904","Whatton, Dean","height","4' 6""","IMDB","null"
"14899905","Wheale, Laura","spouse_s","Patrick Wheale","IMDB","null"
"14899906","Whearty, Edwina","Born","28 September 1983","IMDB","null"
"14899907","Whearty, Edwina","countryOfBirth","Kilkenny, Ireland","IMDB","null"
"14899908","Wheat, Brian","spouse_s","Sandi Saraya Salvador","IMDB","null"
"14899909","David Morris Wheat","Born","19 March 1922","IMDB","null"
"14899910","David Morris Wheat","countryOfBirth","San Antonio, Texas, USA","IMDB","null"
"14899911","David Morris Wheat","Died","15 July 1985","IMDB","null"
"14899912","Wheat, Elizabeth (II)","Born","27 July 1986","IMDB","null"
"14899913","Wheat, Elizabeth (II)","countryOfBirth","Houston, Texas, USA","IMDB","null"
"14899914","Wheat, Jim","Born","1952","IMDB","null"
"14899915","Wheat, Ken","Born","1950","IMDB","null"
"14899916","Wheat, Lawrence","Born","20 October 1876","IMDB","null"
"14899917","Wheat, Lawrence","countryOfBirth","Wheeling, West Virginia, USA","IMDB","null"
"14899918","Wheat, Lawrence","Died","7 August 1963","IMDB","null"
"14899919","Zachary Davis Wheat","Born","23 May 1888","IMDB","null"
"14899920","Zachary Davis Wheat","countryOfBirth","Hamilton, Missouri, USA","IMDB","null"
"14899921","Zachary Davis Wheat","Died","11 March 1972","IMDB","null"
"14899922","Zachary Davis Wheat","height","5' 10""","IMDB","null"
"14899923","Wheatcroft, Kerry","Born","21 August 1960","IMDB","null"
"14899924","Wheatcroft, Kerry","spouse_s","Lis","IMDB","null"
"14899925","Stanhope Nelson Wheatcroft","Born","11 May 1888","IMDB","null"
"14899926","Stanhope Nelson Wheatcroft","countryOfBirth","New York City, New York, USA","IMDB","null"
"14899927","Stanhope Nelson Wheatcroft","Died","13 February 1966","IMDB","null"
"14899928","Stanhope Nelson Wheatcroft","spouse_s","Fay","IMDB","null"
"14899929","Wheatley, Alan (II)","Born","19 April 1907","IMDB","null"
"14899930","Wheatley, Alan (II)","countryOfBirth","Tulworth, Surrey, England, UK","IMDB","null"
"14899931","Wheatley, Alan (II)","Died","30 August 1991","IMDB","null"
"14899932","Wheatley, Blane","Born","11 September 1963","IMDB","null"
"14899933","Alfred Brian Wheatley","height","5' 9 1/2""","IMDB","null"
"14899934","Wheatley, Catherine","Born","16 October 1972","IMDB","null"
"14899935","Wheatley, Catherine","countryOfBirth","Twentynine Palms, California, USA","IMDB","null"
"14899936","Wheatley, Claire","Born","14 February 1980","IMDB","null"
"14899937","Wheatley, Claire","countryOfBirth","Stamford, Lincolnshire, England, UK","IMDB","null"
"14899938","Wheatley, Claire","spouse_s","Shaun Robert Smith","IMDB","null"
"14899939","Wheatley, David (I)","Born","20 December 1949","IMDB","null"
"14899940","Wheatley, David (I)","countryOfBirth","Sunderland, Tyne-and-Wear, England, UK","IMDB","null"
"14899941","Wheatley, David (I)","Died","5 April 2009","IMDB","null"
"14899942","Dennis Yates Wheatley","Born","8 January 1897","IMDB","null"
"14899943","Dennis Yates Wheatley","countryOfBirth","South London, England, UK","IMDB","null"
"14899944","Dennis Yates Wheatley","Died","10 November 1977","IMDB","null"
"14899945","Dennis Yates Wheatley","spouse_s","Joan Younger","IMDB","null"
"14899946","Glen Dawson Wheatley","Born","23 January 1948","IMDB","null"
"14899947","Glen Dawson Wheatley","countryOfBirth","Australia","IMDB","null"
"14899948","Glen Dawson Wheatley","spouse_s","Gaynor Martin;Alison Sunde","IMDB","null"
"14899949","Jason Francis Wheatley","Born","25 April 1989","IMDB","null"
"14899950","Jason Francis Wheatley","countryOfBirth","Eastbourne, East Sussex, England, UK","IMDB","null"
"14899951","Jason Francis Wheatley","height","5' 7""","IMDB","null"
"14899952","Wheatley, Jen","Born","28 April 1981","IMDB","null"
"14899953","Wheatley, Jen","countryOfBirth","Halifax, Nova Scotia, Canada","IMDB","null"
"14899954","Wheatley, John (I)","countryOfBirth","West Yorkshire, England, UK","IMDB","null"
"14899955","Wheatley, Jordan","height","5' 8""","IMDB","null"
"14899956","Wheatley, Kate","Born","4 May 1967","IMDB","null"
"14899957","Wheatley, Kate","countryOfBirth","Markham, Ontario, Canada","IMDB","null"
"14899958","Wheatley, Marguerite","Born","31 July 1981","IMDB","null"
"14899959","Wheatley, Marguerite","countryOfBirth","South Africa","IMDB","null"
"14899960","Wheatley, Marguerite","height","5' 4""","IMDB","null"
"14899961","Wheatley, Mark (III)","Born","2 July 1968","IMDB","null"
"14899962","Wheatley, Mark (III)","countryOfBirth","Solihull, West Midlands, England, UK","IMDB","null"
"14899963","Rebecca Catherine Anne Wheatley","Born","April 1965","IMDB","null"
"14899964","Rebecca Catherine Anne Wheatley","countryOfBirth","Hounslow, Middlesex, England, UK","IMDB","null"
"14899965","Rebecca Catherine Anne Wheatley","height","6' 0""","IMDB","null"
"14899966","Wheatley, Samantha","parents","Glenn Wheatley;Gaynor Martin","IMDB","null"
"14899967","Wheatley, Sharon","spouse_s","Robert Meffe","IMDB","null"
"14899968","Wheatley, Thomas (I)","Born","August 1951","IMDB","null"
"14899969","Wheatley, Thomas (I)","countryOfBirth","Chelmsford, Essex, England, UK","IMDB","null"
"14899970","Wheatley, Tim","parents","Glenn Wheatley;Gaynor Martin","IMDB","null"
"14899971","Tyrone Anthony Wheatley","Born","19 January 1972","IMDB","null"
"14899972","Tyrone Anthony Wheatley","countryOfBirth","Inkster, Michigan, USA","IMDB","null"
"14899973","Tyrone Anthony Wheatley","height","6'","IMDB","null"
"14899974","Wheatley, Winship","spouse_s","Lacey Kalivoda Wheatley","IMDB","null"
"14899975","Wheaton Jr., Wil","countryOfBirth","Mississippi, USA","IMDB","null"
"14899976","Amanda Katherine Wheaton","Born","12 May 1978","IMDB","null"
"14899977","Amanda Katherine Wheaton","countryOfBirth","Pasadena, California, USA","IMDB","null"
"14899978","Amanda Katherine Wheaton","spouse_s","Andrew","IMDB","null"
"14899979","Amanda Katherine Wheaton","height","5' 7""","IMDB","null"
"14899980","Anne L. Prince","Born","8 August 1969","IMDB","null"
"14899981","Anne L. Prince","countryOfBirth","USA","IMDB","null"
"14899982","Anne L. Prince","spouse_s","Wil Wheaton","IMDB","null"
"14899983","Wheaton, Dieema Foley","spouse_s","O. Andrew Wheaton","IMDB","null"
"14899984","Wheaton, Emily","Born","5 December 1989","IMDB","null"
"14899985","Wheaton, Emily","countryOfBirth","London, England, UK","IMDB","null"
"14899986","Wheaton, Frank Kahlil","countryOfBirth","California, USA","IMDB","null"
"14899987","Wheaton, James Lorenzo","Born","11 January 1924","IMDB","null"
"14899988","Wheaton, James Lorenzo","countryOfBirth","Meridian, Mississippi, USA","IMDB","null"
"14899989","Wheaton, James Lorenzo","Died","9 June 2002","IMDB","null"
"14899990","Wheaton, James Lorenzo","spouse_s","Helen Alford","IMDB","null"
"14899991","Jeremy Daniel Wheaton","Born","18 August 1976","IMDB","null"
"14899992","Jeremy Daniel Wheaton","countryOfBirth","USA","IMDB","null"
"14899993","Wheaton, Josh","Born","20 August 1976","IMDB","null"
"14899994","Wheaton, Josh","countryOfBirth","Winchester, Virginia, USA","IMDB","null"
