"ObjectID","PropertyID","PropertyValue","SourceID","TimeStamp"
"frederic township, michigan","Population2000","1401","5512121: CapitalBot","null"
"grayling, michigan","Population2000","1952","5512121: CapitalBot","null"
"grayling township, michigan","Population2000","6516","5512121: CapitalBot","null"
"lovells township, michigan","Population2000","578","5512121: CapitalBot","null"
"maple forest township, michigan","Population2000","498","5512121: CapitalBot","null"
"south branch township, crawford county, michigan","Population2000","1842","5512121: CapitalBot","null"
"baldwin township, delta county, michigan","Population2000","748","5512121: CapitalBot","null"
"bark river township, michigan","Population2000","1650","5512121: CapitalBot","null"
"bay de noc township, michigan","Population2000","329","5512121: CapitalBot","null"
"brampton township, michigan","Population2000","1090","5512121: CapitalBot","null"
"cornell township, michigan","Population2000","557","5512121: CapitalBot","null"
"ensign township, michigan","Population2000","780","5512121: CapitalBot","null"
"escanaba, michigan","Population2000","13140","600657: Stanthejeep","null"
"escanaba, michigan","Population2000","13140","5512121: CapitalBot","null"
"escanaba township, michigan","Population2000","3587","5512121: CapitalBot","null"
"fairbanks township, michigan","Population2000","321","5512121: CapitalBot","null"
"ford river township, michigan","Population2000","2241","5512121: CapitalBot","null"
"garden, michigan","Population2000","240","5512121: CapitalBot","null"
"garden township, michigan","Population2000","817","5512121: CapitalBot","null"
"gladstone, michigan","Population2000","5032","5512121: CapitalBot","null"
"maple ridge township, delta county, michigan","Population2000","808","5512121: CapitalBot","null"
"masonville township, michigan","Population2000","1877","5512121: CapitalBot","null"
"nahma township, michigan","Population2000","499","5512121: CapitalBot","null"
"wells township, delta county, michigan","Population2000","5044","5512121: CapitalBot","null"
"breen township, michigan","Population2000","479","5512121: CapitalBot","null"
"breitung township, michigan","Population2000","5930","5512121: CapitalBot","null"
"felch township, michigan","Population2000","726","5512121: CapitalBot","null"
"iron mountain, michigan","Population2000","8154","5512121: CapitalBot","null"
"kingsford, michigan","Population2000","5549","5512121: CapitalBot","null"
"norway, michigan","Population2000","2959","5512121: CapitalBot","null"
"norway township, michigan","Population2000","1639","5512121: CapitalBot","null"
"quinnesec, michigan","Population2000","1187","5512121: CapitalBot","null"
"sagola township, michigan","Population2000","1169","5512121: CapitalBot","null"
"waucedah township, michigan","Population2000","800","5512121: CapitalBot","null"
"west branch township, dickinson county, michigan","Population2000","67","5512121: CapitalBot","null"
"bellevue, michigan","Population2000","1365","5512121: CapitalBot","null"
"bellevue township, michigan","Population2000","3144","5512121: CapitalBot","null"
"benton township, eaton county, michigan","Population2000","2712","5512121: CapitalBot","null"
"carmel township, michigan","Population2000","2626","5512121: CapitalBot","null"
"charlotte, michigan","Population2000","8389","5512121: CapitalBot","null"
"chester township, eaton county, michigan","Population2000","1778","5512121: CapitalBot","null"
"carmel valley village, california","Population2000","4700","4373711: ArkyBot","null"
"carmel valley village, california","Population2000","4700","5512121: CapitalBot","null"
"delta charter township, michigan","Population2000","29682","0 (71.206.107.202)","null"
"delta charter township, michigan","Population2000","29682","5512121: CapitalBot","null"
"dimondale, michigan","Population2000","1342","5512121: CapitalBot","null"
"eaton township, michigan","Population2000","3821","5512121: CapitalBot","null"
"eaton rapids, michigan","Population2000","5330","5512121: CapitalBot","null"
"eaton rapids township, michigan","Population2000","4278","5512121: CapitalBot","null"
"hamlin township, eaton county, michigan","Population2000","2953","5512121: CapitalBot","null"
"kalamo township, michigan","Population2000","1742","5512121: CapitalBot","null"
"del monte forest, california","Population2000","4531","5512121: CapitalBot","null"
"mulliken, michigan","Population2000","557","5512121: CapitalBot","null"
"olivet, michigan","Population2000","1758","627347: MJCdetroit","null"
"olivet, michigan","Population2000","1758","5512121: CapitalBot","null"
"oneida charter township, michigan","Population2000","3703","5512121: CapitalBot","null"
"potterville, michigan","Population2000","2168","5512121: CapitalBot","null"
"roxand township, michigan","Population2000","1903","5512121: CapitalBot","null"
"sunfield, michigan","Population2000","591","5512121: CapitalBot","null"
"sunfield township, michigan","Population2000","2177","5512121: CapitalBot","null"
"vermontville, michigan","Population2000","789","1916759: Ciaojohnny","null"
"vermontville, michigan","Population2000","789","5512121: CapitalBot","null"
"vermontville township, michigan","Population2000","2100","0 (136.181.195.8)","null"
"vermontville township, michigan","Population2000","2100","5512121: CapitalBot","null"
"walton township, michigan","Population2000","2011","5512121: CapitalBot","null"
"windsor charter township, michigan","Population2000","7340","5512121: CapitalBot","null"
"alanson, michigan","Population2000","785","5512121: CapitalBot","null"
"bear creek township, michigan","Population2000","5269","5512121: CapitalBot","null"
"bliss township, michigan","Population2000","572","5512121: CapitalBot","null"
"carp lake township, emmet county, michigan","Population2000","807","5512121: CapitalBot","null"
"eemsmond","Population2007","16728","231599: Eubot","null"
"cross village township, michigan","Population2000","294","5512121: CapitalBot","null"
"friendship township, michigan","Population2000","844","5512121: CapitalBot","null"
"harbor springs, michigan","Population2000","1567","600657: Stanthejeep","null"
"harbor springs, michigan","Population2000","1567","5512121: CapitalBot","null"
"little traverse township, michigan","Population2000","2426","5512121: CapitalBot","null"
"littlefield township, michigan","Population2000","2783","5512121: CapitalBot","null"
"maple river township, michigan","Population2000","1232","5512121: CapitalBot","null"
"mckinley township, emmet county, michigan","Population2000","1269","5512121: CapitalBot","null"
"pellston, michigan","Population2000","771","5512121: CapitalBot","null"
"petoskey, michigan","Population2000","6080","600657: Stanthejeep","null"
"petoskey, michigan","Population2000","6080","5512121: CapitalBot","null"
"pleasantview township, michigan","Population2000","943","5512121: CapitalBot","null"
"readmond township, michigan","Population2000","493","5512121: CapitalBot","null"
"resort township, michigan","Population2000","2479","5512121: CapitalBot","null"
"springvale township, michigan","Population2000","1727","5512121: CapitalBot","null"
"wawatam township, michigan","Population2000","705","5512121: CapitalBot","null"
"west traverse township, michigan","Population2000","1448","5512121: CapitalBot","null"
"argentine, michigan","Population2000","2285","627347: MJCdetroit","null"
"argentine, michigan","Population2000","2285","4373711: ArkyBot","null"
"argentine township, michigan","Population2000","6521","2783292: Spshu","null"
"argentine township, michigan","Population2000","6521","5512121: CapitalBot","null"
"grootegast","Population2007","12151","231599: Eubot","null"
"atlas township, michigan","Population2000","7257","2783292: Spshu","null"
"atlas township, michigan","Population2000","7257","5512121: CapitalBot","null"
"beecher, michigan","Population2000","12793","627347: MJCdetroit","null"
"beecher, michigan","Population2000","12793","5512121: CapitalBot","null"
"burton, michigan","Population2000","30308","2783292: Spshu","null"
"burton, michigan","Population2000","30308","5512121: CapitalBot","null"
"clayton township, genesee county, michigan","Population2005","7546","0 (64.7.188.42)","null"
"clayton township, genesee county, michigan","Population2000","7546","0 (64.7.187.226)","null"
"clayton township, genesee county, michigan","Population2000","7546","5512121: CapitalBot","null"
"clio, michigan","Population2000","2483","2783292: Spshu","null"
"clio, michigan","Population2000","2483","5512121: CapitalBot","null"
"davison, michigan","Population2000","5536","2783292: Spshu","null"
"davison, michigan","Population2000","5536","5512121: CapitalBot","null"
"davison township, michigan","Population2000","17722","2783292: Spshu","null"
"davison township, michigan","Population2000","17722","5512121: CapitalBot","null"
"fenton, michigan","Population2000","10582","2783292: Spshu","null"
"fenton, michigan","Population2000","10582","5512121: CapitalBot","null"
"fenton township, michigan","Population2000","12968","2783292: Spshu","null"
"fenton township, michigan","Population2000","12968","5512121: CapitalBot","null"
"flint township, michigan","Population2000","33691","2783292: Spshu","null"
"flint township, michigan","Population2000","33691","5512121: CapitalBot","null"
"haren (groningen)","Population2007","18886","231599: Eubot","null"
"flushing, michigan","Population2000","8348","2783292: Spshu","null"
"flushing, michigan","Population2000","8348","5512121: CapitalBot","null"
"flushing township, michigan","Population2000","10230","2783292: Spshu","null"
"flushing township, michigan","Population2000","10230","5512121: CapitalBot","null"
"forest township, genesee county, michigan","Population2000","4738","2783292: Spshu","null"
"forest township, genesee county, michigan","Population2000","4738","5512121: CapitalBot","null"
"gaines, michigan","Population2000","366","0 (64.7.187.78)","null"
"gaines, michigan","Population2000","366","5512121: CapitalBot","null"
"gaines township, genesee county, michigan","Population2000","6491","0 (64.7.187.78)","null"
"gaines township, genesee county, michigan","Population2000","6491","5512121: CapitalBot","null"
"genesee township, michigan","Population2000","24125","2783292: Spshu","null"
"genesee township, michigan","Population2000","24125","5512121: CapitalBot","null"
"goodrich, michigan","Population2000","1353","2783292: Spshu","null"
"goodrich, michigan","Population2000","1353","5512121: CapitalBot","null"
"grand blanc, michigan","Population2000","8242","2783292: Spshu","null"
"grand blanc, michigan","Population2000","8242","5512121: CapitalBot","null"
"grand blanc township, michigan","Population2000","29827","2783292: Spshu","null"
"grand blanc township, michigan","Population2000","29827","5512121: CapitalBot","null"
"lake fenton, michigan","Population2000","4876","627347: MJCdetroit","null"
"lake fenton, michigan","Population2000","4876","5512121: CapitalBot","null"
"linden, michigan","Population2000","2861","2783292: Spshu","null"
"linden, michigan","Population2000","2861","5512121: CapitalBot","null"
"montrose, michigan","Population2000","1619","2783292: Spshu","null"
"montrose, michigan","Population2000","1619","5512121: CapitalBot","null"
"montrose township, michigan","Population2000","6336","504793: IW4","null"
"montrose township, michigan","Population2000","6336","5512121: CapitalBot","null"
"mount morris, michigan","Population2000","3194","2783292: Spshu","null"
"mount morris, michigan","Population2000","3194","5512121: CapitalBot","null"
"mount morris township, michigan","Population2000","23725","2783292: Spshu","null"
"mount morris township, michigan","Population2000","23725","5512121: CapitalBot","null"
"mundy township, michigan","Population2000","12191","2783292: Spshu","null"
"mundy township, michigan","Population2000","12191","5512121: CapitalBot","null"
"otisville, michigan","Population2000","882","2783292: Spshu","null"
"otisville, michigan","Population2000","882","5512121: CapitalBot","null"
"richfield township, genesee county, michigan","Population2000","8170","2783292: Spshu","null"
"richfield township, genesee county, michigan","Population2000","8170","5512121: CapitalBot","null"
"swartz creek, michigan","Population2005","5102","0 (64.7.187.70)","null"
"swartz creek, michigan","Population2000","5102","0 (64.7.188.145)","null"
"swartz creek, michigan","Population2000","5102","5512121: CapitalBot","null"
"thetford township, michigan","Population2000","8277","2783292: Spshu","null"
"thetford township, michigan","Population2000","8277","5512121: CapitalBot","null"
"lakeland village, california","Population2000","5626","4373711: ArkyBot","null"
"lakeland village, california","Population2000","5626","5512121: CapitalBot","null"
"beaverton, michigan","Population2000","1106","5512121: CapitalBot","null"
"beaverton township, michigan","Population2000","1815","5512121: CapitalBot","null"
"bentley township, michigan","Population2000","859","5512121: CapitalBot","null"
"billings township, michigan","Population2000","2715","5512121: CapitalBot","null"
"bourret township, michigan","Population2000","471","5512121: CapitalBot","null"
"buckeye township, michigan","Population2000","1333","5512121: CapitalBot","null"
"butman township, michigan","Population2000","1947","5512121: CapitalBot","null"
"clement township, michigan","Population2000","994","5512121: CapitalBot","null"
"gladwin, michigan","Population2000","3001","5512121: CapitalBot","null"
"zuidhorn","Population2007","18479","231599: Eubot","null"
"gladwin township, michigan","Population2000","1044","5512121: CapitalBot","null"
"grim township, michigan","Population2000","129","5512121: CapitalBot","null"
"grout township, michigan","Population2000","1869","5512121: CapitalBot","null"
"twentynine palms, california","Population2000","14764","4373711: ArkyBot","null"
"twentynine palms, california","Population2000","14764","5512121: CapitalBot","null"
"hay township, michigan","Population2000","1402","5512121: CapitalBot","null"
"sage township, michigan","Population2000","2617","5512121: CapitalBot","null"
"secord township, michigan","Population2000","1140","5512121: CapitalBot","null"
"sherman township, gladwin county, michigan","Population2000","1029","5512121: CapitalBot","null"
"tobacco township, michigan","Population2000","2552","5512121: CapitalBot","null"
"bessemer, michigan","Population2000","2148","5512121: CapitalBot","null"
"bessemer township, michigan","Population2000","1270","5512121: CapitalBot","null"
"erwin township, michigan","Population2000","357","5512121: CapitalBot","null"
"ironwood, michigan","Population2000","6293","5512121: CapitalBot","null"
"rancho san diego, california","Population2000","20155","4373711: ArkyBot","null"
"rancho san diego, california","Population2000","20155","5512121: CapitalBot","null"
"ironwood township, michigan","Population2000","2330","5512121: CapitalBot","null"
"marenisco township, michigan","Population2000","1051","5512121: CapitalBot","null"
"wakefield, michigan","Population2000","2085","5512121: CapitalBot","null"
"hoogezand-sappemeer","Population2007","34403","231599: Eubot","null"
"wakefield township, michigan","Population2000","364","5512121: CapitalBot","null"
"leek, netherlands","Population2007","19164","231599: Eubot","null"
"loppersum","Population2007","10776","231599: Eubot","null"
"watersmeet township, michigan","Population2000","1472","5512121: CapitalBot","null"
"marum","Population2007","10061","231599: Eubot","null"
"menterwolde","Population2007","12554","231599: Eubot","null"
"pekela","Population2007","13237","231599: Eubot","null"
"acme township, michigan","Population2000","4332","5512121: CapitalBot","null"
"reiderland","Population2007","7004","231599: Eubot","null"
"scheemda","Population2007","14107","231599: Eubot","null"
"blair township, michigan","Population2000","6448","5512121: CapitalBot","null"
"slochteren","Population2007","15188","231599: Eubot","null"
"stadskanaal","Population2007","34177","231599: Eubot","null"
"east bay township, michigan","Population2000","9919","5512121: CapitalBot","null"
"ten boer","Population2007","7238","231599: Eubot","null"
"veendam","Population2007","28106","231599: Eubot","null"
"fife lake, michigan","Population2000","466","5512121: CapitalBot","null"
"north woodbridge, california","Population2000","1320","5512121: CapitalBot","null"
"vlagtwedde","Population2007","16589","231599: Eubot","null"
"winschoten","Population2007","18518","231599: Eubot","null"
"fife lake township, michigan","Population2000","1517","5512121: CapitalBot","null"
"winsum","Population2007","14001","231599: Eubot","null"
"garfield township, grand traverse county, michigan","Population2000","13840","5512121: CapitalBot","null"
"grant township, grand traverse county, michigan","Population2000","947","5512121: CapitalBot","null"
"green lake township, michigan","Population2000","5009","5512121: CapitalBot","null"
"kingsley, michigan","Population2000","1469","5512121: CapitalBot","null"
"south woodbridge, california","Population2000","2825","5512121: CapitalBot","null"
"long lake township, michigan","Population2000","7648","5512121: CapitalBot","null"
"mayfield township, grand traverse county, michigan","Population2000","1271","5512121: CapitalBot","null"
"paradise township, michigan","Population2000","4191","5512121: CapitalBot","null"
"peninsula township, michigan","Population2000","5265","5512121: CapitalBot","null"
"union township, grand traverse county, michigan","Population2000","417","5512121: CapitalBot","null"
"whitewater township, michigan","Population2000","2467","5512121: CapitalBot","null"
"alma, michigan","Population2000","9275","5512121: CapitalBot","null"
"arcada township, michigan","Population2000","1708","5512121: CapitalBot","null"
"ashley, michigan","Population2000","526","5512121: CapitalBot","null"
"bethany township, michigan","Population2000","3492","5512121: CapitalBot","null"
"breckenridge, michigan","Population2000","1339","5512121: CapitalBot","null"
"elba township, gratiot county, michigan","Population2000","1394","5512121: CapitalBot","null"
"emerson township, michigan","Population2000","966","5512121: CapitalBot","null"
"fulton township, michigan","Population2000","2413","5512121: CapitalBot","null"
"hamilton township, gratiot county, michigan","Population2000","491","5512121: CapitalBot","null"
"ithaca, michigan","Population2000","3098","5512121: CapitalBot","null"
"lafayette township, michigan","Population2000","656","5512121: CapitalBot","null"
"new haven township, gratiot county, michigan","Population2000","1016","5512121: CapitalBot","null"
"newark township, michigan","Population2000","1149","5512121: CapitalBot","null"
"north shade township, michigan","Population2000","706","5512121: CapitalBot","null"
"north star township, michigan","Population2000","996","5512121: CapitalBot","null"
"perrinton, michigan","Population2000","439","5512121: CapitalBot","null"
"pine river township, michigan","Population2000","2773","5512121: CapitalBot","null"
"seville township, michigan","Population2000","2375","5512121: CapitalBot","null"
"st. louis, michigan","Population2000","4494","5512121: CapitalBot","null"
"sumner township, michigan","Population2000","1911","5512121: CapitalBot","null"
"washington township, gratiot county, michigan","Population2000","909","5512121: CapitalBot","null"
"wheeler township, michigan","Population2000","2785","5512121: CapitalBot","null"
"adams township, hillsdale county, michigan","Population2000","2498","5512121: CapitalBot","null"
"allen, michigan","Population2000","225","5512121: CapitalBot","null"
"allen township, michigan","Population2000","1631","5512121: CapitalBot","null"
"amboy township, michigan","Population2000","1224","5512121: CapitalBot","null"
"cambria township, michigan","Population2000","2546","5512121: CapitalBot","null"
"camden, michigan","Population2000","550","5512121: CapitalBot","null"
"camden township, michigan","Population2000","2088","5512121: CapitalBot","null"
"fayette township, michigan","Population2000","3350","5512121: CapitalBot","null"
"hillsdale, michigan","Population2000","8233","5512121: CapitalBot","null"
"hillsdale township, michigan","Population2000","1965","5512121: CapitalBot","null"
"jefferson township, hillsdale county, michigan","Population2000","3141","5512121: CapitalBot","null"
"jonesville, michigan","Population2000","2337","5512121: CapitalBot","null"
"litchfield, michigan","Population2000","1458","5512121: CapitalBot","null"
"litchfield township, michigan","Population2000","969","5512121: CapitalBot","null"
"montgomery, michigan","Population2000","386","5512121: CapitalBot","null"
"moscow township, michigan","Population2000","1445","5512121: CapitalBot","null"
"north adams, michigan","Population2000","514","5512121: CapitalBot","null"
"pittsford township, michigan","Population2000","1600","5512121: CapitalBot","null"
"ransom township, michigan","Population2000","982","5512121: CapitalBot","null"
"reading, michigan","Population2000","1134","5512121: CapitalBot","null"
"reading township, michigan","Population2000","1781","5512121: CapitalBot","null"
"scipio township, michigan","Population2000","1822","5512121: CapitalBot","null"
"somerset township, michigan","Population2000","4277","5512121: CapitalBot","null"
"waldron, michigan","Population2000","590","5512121: CapitalBot","null"
"wheatland township, hillsdale county, michigan","Population2000","1258","5512121: CapitalBot","null"
"woodbridge township, michigan","Population2000","1337","5512121: CapitalBot","null"
"wright township, hillsdale county, michigan","Population2000","1788","5512121: CapitalBot","null"
"adams township, houghton county, michigan","Population2000","2747","5512121: CapitalBot","null"
"calumet township, michigan","Population2000","6997","5512121: CapitalBot","null"
"chassell township, michigan","Population2000","1822","5512121: CapitalBot","null"
"copper city, michigan","Population2000","205","5512121: CapitalBot","null"
"duncan township, michigan","Population2000","280","5512121: CapitalBot","null"
"elm river township, michigan","Population2000","169","5512121: CapitalBot","null"
"franklin township, houghton county, michigan","Population2000","1320","5512121: CapitalBot","null"
"hancock township, michigan","Population2000","408","5512121: CapitalBot","null"
"hubbell, michigan","Population2000","1105","5512121: CapitalBot","null"
"laird township, michigan","Population2000","634","5512121: CapitalBot","null"
"lake linden, michigan","Population2000","1081","5512121: CapitalBot","null"
"laurium, michigan","Population2000","2126","5512121: CapitalBot","null"
"osceola township, houghton county, michigan","Population2000","1908","5512121: CapitalBot","null"
"portage township, houghton county, michigan","Population2000","3156","5512121: CapitalBot","null"
"quincy township, houghton county, michigan","Population2000","251","5512121: CapitalBot","null"
"schoolcraft township, houghton county, michigan","Population2000","1863","5512121: CapitalBot","null"
"south range, michigan","Population2000","727","5512121: CapitalBot","null"
"stanton township, michigan","Population2000","1268","5512121: CapitalBot","null"
"torch lake township, houghton county, michigan","Population2000","1860","5512121: CapitalBot","null"
"bad axe, michigan","Population2000","3462","5512121: CapitalBot","null"
"bingham township, huron county, michigan","Population2000","1751","5512121: CapitalBot","null"
"bloomfield township, huron county, michigan","Population2000","535","5512121: CapitalBot","null"
"brookfield township, huron county, michigan","Population2000","914","5512121: CapitalBot","null"
"caseville, michigan","Population2000","888","5512121: CapitalBot","null"
"caseville township, michigan","Population2000","2723","5512121: CapitalBot","null"
"chandler township, huron county, michigan","Population2000","501","5512121: CapitalBot","null"
"colfax township, huron county, michigan","Population2000","1954","5512121: CapitalBot","null"
"dwight township, michigan","Population2000","930","5512121: CapitalBot","null"
"elkton, michigan","Population2000","863","5512121: CapitalBot","null"
"fairhaven township, michigan","Population2000","1259","5512121: CapitalBot","null"
"gore township, michigan","Population2000","139","5512121: CapitalBot","null"
"grant township, huron county, michigan","Population2000","833","5512121: CapitalBot","null"
"harbor beach, michigan","Population2000","1837","5512121: CapitalBot","null"
"hume township, michigan","Population2000","801","5512121: CapitalBot","null"
"huron township, michigan","Population2000","423","5512121: CapitalBot","null"
"kinde, michigan","Population2000","534","5512121: CapitalBot","null"
"lake township, huron county, michigan","Population2000","996","5512121: CapitalBot","null"
"lincoln township, huron county, michigan","Population2000","873","5512121: CapitalBot","null"
"mckinley township, huron county, michigan","Population2000","503","5512121: CapitalBot","null"
"oliver township, huron county, michigan","Population2000","1626","5512121: CapitalBot","null"
"owendale, michigan","Population2000","296","5512121: CapitalBot","null"
"paris township, michigan","Population2000","557","5512121: CapitalBot","null"
"pigeon, michigan","Population2000","1207","5512121: CapitalBot","null"
"pointe aux barques township, michigan","Population2000","10","5512121: CapitalBot","null"
"port austin, michigan","Population2000","737","5512121: CapitalBot","null"
"port austin township, michigan","Population2000","1591","5512121: CapitalBot","null"
"port hope, michigan","Population2000","310","5512121: CapitalBot","null"
"rubicon township, michigan","Population2000","778","5512121: CapitalBot","null"
"sand beach township, michigan","Population2000","1470","5512121: CapitalBot","null"
"sebewaing, michigan","Population2000","1974","5512121: CapitalBot","null"
"sebewaing township, michigan","Population2000","2944","5512121: CapitalBot","null"
"sheridan township, huron county, michigan","Population2000","736","5512121: CapitalBot","null"
"sherman township, huron county, michigan","Population2000","1165","5512121: CapitalBot","null"
"sigel township, michigan","Population2000","576","5512121: CapitalBot","null"
"verona township, michigan","Population2000","1349","5512121: CapitalBot","null"
"winsor township, michigan","Population2000","2044","5512121: CapitalBot","null"
"alaiedon township, michigan","Population2000","3498","5512121: CapitalBot","null"
"aurelius township, michigan","Population2000","3318","5512121: CapitalBot","null"
"bunker hill township, michigan","Population2000","1979","5512121: CapitalBot","null"
"dansville, michigan","Population2000","429","5512121: CapitalBot","null"
"delhi charter township, michigan","Population2000","22469","466067: Criticalthinker","null"
"delhi charter township, michigan","Population2000","22469","5512121: CapitalBot","null"
"edgemont park, michigan","Population2000","2442","5512121: CapitalBot","null"
"haslett, michigan","Population2000","11283","5512121: CapitalBot","null"
"holt, michigan","Population2000","11315","5512121: CapitalBot","null"
"ingham township, michigan","Population2000","2061","5512121: CapitalBot","null"
"lansing charter township, michigan","Population2000","8458","5512121: CapitalBot","null"
"leroy township, ingham county, michigan","Population2000","3653","5512121: CapitalBot","null"
"leslie, michigan","Population2000","2044","5512121: CapitalBot","null"
"leslie township, michigan","Population2000","2327","5512121: CapitalBot","null"
"locke township, michigan","Population2000","1671","5512121: CapitalBot","null"
"mason, michigan","Population2000","6714","1382826: LilDice","null"
"mason, michigan","Population2000","6714","5512121: CapitalBot","null"
"meridian charter township, michigan","Population2000","39116","466067: Criticalthinker","null"
"meridian charter township, michigan","Population2000","39116","5512121: CapitalBot","null"
"okemos, michigan","Population2000","22805","5512121: CapitalBot","null"
"onondaga township, michigan","Population2000","2958","5512121: CapitalBot","null"
"stockbridge, michigan","Population2000","1260","5512121: CapitalBot","null"
"stockbridge township, michigan","Population2000","3435","5512121: CapitalBot","null"
"vevay township, michigan","Population2000","3614","5512121: CapitalBot","null"
"webberville, michigan","Population2000","1503","5512121: CapitalBot","null"
"wheatfield township, michigan","Population2000","1641","5512121: CapitalBot","null"
"white oak township, michigan","Population2000","1177","5512121: CapitalBot","null"
"williamston, michigan","Population2000","3441","588827: Hotstreets","null"
"williamston, michigan","Population2000","3441","5512121: CapitalBot","null"
"williamstown township, michigan","Population2000","4834","5512121: CapitalBot","null"
"belding, michigan","Population2000","5877","5512121: CapitalBot","null"
"berlin township, ionia county, michigan","Population2000","2787","5512121: CapitalBot","null"
"boston township, michigan","Population2000","4961","5512121: CapitalBot","null"
"campbell township, michigan","Population2000","2243","5512121: CapitalBot","null"
"clarksville, michigan","Population2000","317","5512121: CapitalBot","null"
"danby township, michigan","Population2000","2696","5512121: CapitalBot","null"
"easton township, michigan","Population2000","2835","5512121: CapitalBot","null"
"ionia, michigan","Population2000","10569","5512121: CapitalBot","null"
"ionia township, michigan","Population2000","3669","5512121: CapitalBot","null"
"keene township, michigan","Population2000","1660","5512121: CapitalBot","null"
"lake odessa, michigan","Population2000","2272","5512121: CapitalBot","null"
"lyons, michigan","Population2000","726","5512121: CapitalBot","null"
"lyons township, michigan","Population2000","3446","5512121: CapitalBot","null"
"muir, michigan","Population2000","634","5512121: CapitalBot","null"
"north plains township, michigan","Population2000","1366","5512121: CapitalBot","null"
"odessa township, michigan","Population2000","4036","5512121: CapitalBot","null"
"orange township, ionia county, michigan","Population2000","1040","5512121: CapitalBot","null"
"orleans township, michigan","Population2000","2736","5512121: CapitalBot","null"
"otisco township, michigan","Population2000","2243","5512121: CapitalBot","null"
"pewamo, michigan","Population2000","560","5512121: CapitalBot","null"
"portland, michigan","Population2000","3789","5512121: CapitalBot","null"
"portland township, michigan","Population2000","2460","5512121: CapitalBot","null"
"ronald township, michigan","Population2000","1903","5512121: CapitalBot","null"
"saranac, michigan","Population2000","1326","5512121: CapitalBot","null"
"sebewa township, michigan","Population2000","1202","5512121: CapitalBot","null"
"alabaster township, michigan","Population2000","503","5512121: CapitalBot","null"
"au sable township, iosco county, michigan","Population2000","2230","5512121: CapitalBot","null"
"baldwin township, iosco county, michigan","Population2000","1726","5512121: CapitalBot","null"
"burleigh township, michigan","Population2000","775","5512121: CapitalBot","null"
"east tawas, michigan","Population2000","2951","5512121: CapitalBot","null"
"grant township, iosco county, michigan","Population2000","1560","5512121: CapitalBot","null"
"oscoda township, michigan","Population2000","7248","5512121: CapitalBot","null"
"reno township, michigan","Population2000","656","5512121: CapitalBot","null"
"sherman township, iosco county, michigan","Population2000","493","5512121: CapitalBot","null"
"tawas township, michigan","Population2000","1684","5512121: CapitalBot","null"
"tawas city, michigan","Population2000","2005","5512121: CapitalBot","null"
"whittemore, michigan","Population2000","476","5512121: CapitalBot","null"
"wilber township, michigan","Population2000","740","5512121: CapitalBot","null"
"alpha, michigan","Population2000","198","5512121: CapitalBot","null"
"bates township, michigan","Population2000","1021","5512121: CapitalBot","null"
"caspian, michigan","Population2000","997","5512121: CapitalBot","null"
"crystal falls, michigan","Population2000","1791","5512121: CapitalBot","null"
"crystal falls township, michigan","Population2000","2824","5512121: CapitalBot","null"
"gaastra, michigan","Population2000","339","5512121: CapitalBot","null"
"hematite township, michigan","Population2000","352","5512121: CapitalBot","null"
"iron river, michigan","Population2000","1929","5512121: CapitalBot","null"
"iron river township, michigan","Population2000","1585","5512121: CapitalBot","null"
"mansfield township, michigan","Population2000","243","5512121: CapitalBot","null"
"mastodon township, michigan","Population2000","668","5512121: CapitalBot","null"
"mineral hills, michigan","Population2000","214","5512121: CapitalBot","null"
"stambaugh, michigan","Population2000","1243","5512121: CapitalBot","null"
"stambaugh township, michigan","Population2000","1248","5512121: CapitalBot","null"
"beal city, michigan","Population2000","345","5512121: CapitalBot","null"
"broomfield township, michigan","Population2000","1620","5512121: CapitalBot","null"
"chippewa township, isabella county, michigan","Population2000","4617","5512121: CapitalBot","null"
"coe township, michigan","Population2000","2993","5512121: CapitalBot","null"
"coldwater township, isabella county, michigan","Population2000","737","5512121: CapitalBot","null"
"deerfield township, isabella county, michigan","Population2000","3081","5512121: CapitalBot","null"
"denver township, isabella county, michigan","Population2000","1147","5512121: CapitalBot","null"
"fremont township, isabella county, michigan","Population2000","1358","5512121: CapitalBot","null"
"gilmore township, isabella county, michigan","Population2000","1376","5512121: CapitalBot","null"
"isabella township, michigan","Population2000","2145","5512121: CapitalBot","null"
"lincoln township, isabella county, michigan","Population2000","1936","5512121: CapitalBot","null"
"mount pleasant, michigan","Population2000","25946","1739215: Airmandan35","null"
"mount pleasant, michigan","Population2000","25946","5512121: CapitalBot","null"
"nottawa township, isabella county, michigan","Population2000","2278","5512121: CapitalBot","null"
"rolland township, michigan","Population2000","1210","5512121: CapitalBot","null"
"rosebush, michigan","Population2000","379","5512121: CapitalBot","null"
"shepherd, michigan","Population2000","1536","5512121: CapitalBot","null"
"sherman township, isabella county, michigan","Population2000","2616","5512121: CapitalBot","null"
"union charter township, michigan","Population2000","7615","5512121: CapitalBot","null"
"vernon township, isabella county, michigan","Population2000","1342","5512121: CapitalBot","null"
"weidman, michigan","Population2000","879","5512121: CapitalBot","null"
"wise township, michigan","Population2000","1301","5512121: CapitalBot","null"
"blackman charter township, michigan","Population2000","22800","5512121: CapitalBot","null"
"brooklyn, michigan","Population2000","1176","5512121: CapitalBot","null"
"columbia township, jackson county, michigan","Population2000","7234","5512121: CapitalBot","null"
